,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
1614,4.0,4.0,1.0,19342.0,2991.0,2021-05-21,574000.0
1622,1.0,2.0,0.02,19342.0,695.0,2016-04-27,226000.0
1624,3.0,4.0,0.29,19317.0,3669.0,2019-06-20,746000.0
1643,3.0,1.0,0.02,19061.0,953.0,2018-07-26,240000.0
1644,4.0,3.0,0.29,19014.0,3735.0,2017-05-05,599500.0
1645,3.0,1.0,0.07,19061.0,1333.0,2021-07-27,218800.0
1650,2.0,1.0,0.15,19061.0,1137.0,2021-05-07,199000.0
1651,4.0,4.0,0.03,19348.0,3180.0,2017-06-02,525000.0
1653,4.0,3.0,0.35,19061.0,1996.0,2021-10-13,399000.0
1657,2.0,3.0,0.02,19060.0,2685.0,2017-12-07,525000.0
1666,2.0,1.0,0.02,19342.0,806.0,2016-03-28,160000.0
1668,4.0,3.0,0.19,19348.0,3872.0,2019-08-21,495000.0
1671,4.0,2.0,0.49,19317.0,2100.0,2022-01-25,539000.0
1688,2.0,2.0,0.02,19134.0,1435.0,2021-06-08,250000.0
1693,3.0,2.0,0.04,19143.0,1500.0,2022-02-23,474900.0
1695,4.0,2.0,0.02,19104.0,1152.0,2022-01-28,1800000.0
1699,1.0,1.0,0.02,19147.0,667.0,2020-11-12,299900.0
1700,5.0,5.0,0.03,19106.0,3800.0,2017-05-03,1475000.0
1701,3.0,2.0,0.02,19145.0,1152.0,2016-09-07,80000.0
1704,3.0,2.0,0.02,19134.0,1304.0,2018-08-02,299900.0
1705,6.0,4.0,0.06,19139.0,2475.0,2018-01-16,674900.0
1720,2.0,1.0,0.05,19023.0,1120.0,2021-05-21,165000.0
1721,4.0,3.0,0.61,19014.0,1615.0,2021-10-06,365000.0
1723,4.0,3.0,0.03,19134.0,1579.0,2021-06-27,185000.0
1726,3.0,2.0,0.02,19134.0,940.0,2021-05-21,249000.0
1730,5.0,2.0,0.03,19139.0,2352.0,2016-05-31,390000.0
1747,4.0,5.0,0.02,19128.0,1368.0,2016-09-29,899999.0
1748,4.0,5.0,0.1,19128.0,1368.0,2016-09-29,970000.0
1759,1.0,1.0,0.02,19107.0,681.0,2017-03-31,155000.0
1761,3.0,1.0,0.03,19134.0,1440.0,2018-11-07,77900.0
1764,3.0,2.0,0.07,19050.0,1304.0,2019-10-15,260900.0
