,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
6113,2.0,2.0,0.03,2127.0,1100.0,2019-05-03,925000.0
6116,1.0,1.0,0.01,2127.0,550.0,2020-04-09,599000.0
6133,1.0,1.0,0.23,2127.0,1039.0,2020-06-26,869000.0
6149,2.0,1.0,0.23,2150.0,1178.0,2018-05-31,519000.0
6182,2.0,2.0,0.23,2128.0,1273.0,2018-06-05,729000.0
6188,2.0,2.0,0.29,2026.0,1000.0,2016-09-30,509900.0
6190,1.0,1.0,0.01,2111.0,585.0,2018-06-05,780000.0
6194,3.0,2.0,0.23,2127.0,1574.0,2019-12-31,1598000.0
6197,2.0,2.0,0.03,2127.0,1193.0,2019-01-31,875000.0
6210,2.0,1.0,0.03,2109.0,1183.0,2018-06-08,1099000.0
6222,2.0,2.0,0.23,2151.0,1000.0,2019-05-10,415000.0
6227,2.0,2.0,0.03,2118.0,1496.0,2018-06-27,1595000.0
6232,2.0,2.0,0.23,2127.0,1140.0,2018-06-18,1049000.0
6251,2.0,2.0,0.02,2118.0,1052.0,2018-05-21,1490000.0
6265,2.0,3.0,0.04,2210.0,1840.0,2019-05-01,2599000.0
6310,2.0,2.0,0.23,2021.0,1051.0,2018-07-27,489900.0
6360,2.0,2.0,0.23,2032.0,896.0,2020-07-15,339000.0
6384,4.0,2.0,0.51,2035.0,2496.0,2021-11-16,699900.0
6391,1.0,2.0,0.23,2062.0,740.0,2018-11-16,310000.0
6407,4.0,1.0,1.08,2081.0,1500.0,2018-08-24,529900.0
6413,2.0,1.0,0.23,2375.0,907.0,2019-08-15,250000.0
6433,2.0,2.0,0.23,1832.0,988.0,2021-02-26,289900.0
6466,2.0,3.0,0.23,1835.0,1756.0,2018-09-10,409000.0
6476,2.0,2.0,0.23,1844.0,1618.0,2022-02-28,354900.0
6486,3.0,2.0,0.27,1844.0,2373.0,2018-08-07,450000.0
6488,2.0,3.0,0.23,1844.0,1353.0,2021-08-18,329000.0
6493,3.0,3.0,0.23,1844.0,3601.0,2018-12-04,899999.0
6561,3.0,4.0,0.07,1950.0,2722.0,2020-01-21,1399900.0
6585,3.0,3.0,0.23,1952.0,1550.0,2020-04-07,459000.0
6603,2.0,2.0,0.04,1913.0,1713.0,2021-02-26,799000.0
6613,3.0,2.0,0.32,1969.0,2300.0,2021-05-18,749000.0
6614,3.0,2.0,0.23,1913.0,1221.0,2021-01-13,347900.0
6660,2.0,2.0,0.13,1950.0,1051.0,2021-10-18,1175000.0
6709,3.0,2.0,0.11,1970.0,1790.0,2019-05-24,515000.0
6719,1.0,1.0,0.23,1960.0,837.0,2019-09-27,315000.0
6741,2.0,2.0,0.23,1970.0,1050.0,2020-07-02,405000.0
6754,2.0,1.0,0.23,1915.0,796.0,2019-08-29,345000.0
6755,2.0,3.0,0.23,1960.0,2240.0,2019-07-19,572000.0
6756,2.0,2.0,0.11,1970.0,781.0,2020-11-13,409000.0
6767,2.0,1.0,0.23,1886.0,800.0,2020-07-20,295000.0
6768,1.0,1.0,0.58,1901.0,1191.0,2020-09-30,399900.0
6782,4.0,3.0,0.12,1902.0,1281.0,2016-10-28,539900.0
6832,2.0,1.0,0.61,1905.0,824.0,2020-11-13,309974.0
6853,2.0,2.0,0.23,2184.0,1470.0,2021-04-13,589000.0
6888,4.0,3.0,5.18,1930.0,2548.0,2016-12-01,1295000.0
6893,2.0,2.0,0.23,1930.0,1201.0,2020-10-29,595000.0
6927,3.0,3.0,0.23,2025.0,2769.0,2021-12-03,999000.0
6938,2.0,1.0,0.23,1970.0,985.0,2021-12-17,465000.0
6990,2.0,1.0,0.23,2152.0,772.0,2018-10-03,290000.0
7003,2.0,1.0,0.1,1970.0,1038.0,2020-10-29,449000.0
7009,3.0,2.0,0.23,1945.0,1600.0,2020-09-03,739900.0
7033,3.0,2.0,0.08,2152.0,1412.0,2017-01-26,575000.0
7057,2.0,2.0,0.23,1970.0,1089.0,2019-06-25,309000.0
7061,2.0,3.0,0.23,2171.0,1595.0,2019-01-29,535000.0
7070,3.0,1.0,0.23,2152.0,1161.0,2019-05-13,425000.0
7077,2.0,2.0,0.23,2171.0,1815.0,2021-04-30,709900.0
7094,1.0,1.0,0.23,1966.0,553.0,2018-05-31,329000.0
7153,1.0,1.0,0.23,2191.0,577.0,2018-12-31,199900.0
7163,3.0,1.0,0.23,2169.0,375.0,2019-04-01,209900.0
7165,2.0,2.0,0.18,2184.0,1152.0,2019-02-27,489000.0
7166,3.0,3.0,0.23,2191.0,1576.0,2019-10-15,379900.0
7178,2.0,1.0,0.23,2170.0,860.0,2020-12-10,349000.0
7180,3.0,2.0,0.03,2043.0,1492.0,2021-05-04,599000.0
7262,2.0,3.0,0.68,2045.0,2202.0,2019-04-22,599000.0
7271,2.0,2.0,0.23,2169.0,1040.0,2021-11-08,398000.0
7275,1.0,1.0,0.23,2190.0,409.0,2019-03-26,224900.0
7288,1.0,1.0,0.23,2169.0,680.0,2019-11-26,299888.0
7301,3.0,2.0,0.19,2368.0,1422.0,2019-07-19,474900.0
7307,2.0,2.0,0.23,2368.0,2305.0,2020-04-01,439900.0
7316,2.0,2.0,0.23,2169.0,877.0,2021-12-15,396000.0
7320,1.0,1.0,0.23,2188.0,626.0,2020-08-07,229900.0
7331,3.0,3.0,0.26,2061.0,2700.0,2018-07-13,929000.0
7357,3.0,3.0,0.23,2171.0,1284.0,2018-10-11,550000.0
